text,pilot,file
CQ36: Of which material is stop X made?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ36: What patterns are overrepresented in corpus X compared to corpus Y?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ37: Of which material is the case of organ X made?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ38: Which materials have been used to build organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ39: What historic dispositions are known for organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ3: Are there formalized collective actors who carry out sound practices?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Patrizia:%20Ethnoanthropologist/Patrizia%231_IdentificationOfIntangibleElements.md
CQ3: How did the instruments used change over time?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/David:%20Music%20Historian/David%231_MusicHistorian.md
CQ3: In what context the meeting happend?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%232_MusicalSocialNetwork.md
CQ3: In which family does the instrument belong to?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sophia:%20Musicologist/Sophia%233_Reorchestration.md
CQ3: Is the music resource X complete or incomplete?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Laurent:%20Music%20Journalist/Laurent%231_MusicArchives.md
CQ3: Is there a way of visualizing all the materials connected to my interests?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Andrea:%20Theology%20Scholar/Andrea%231_Serendipity.md
CQ3: What are the cadence points in the work?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ3: What is the concert agenda for organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Frank:%20Organist/Frank%231_OrganKnowledge.md
CQ3: What is the dating that accompanies this repertoire?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ3: What is the similarity between compositions X and Y given similarity measure Z?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ3: Where was the musical composition X performed for the first time? ,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Carolina:%20Music%20Historian/Carolina%231_SourcesCrossAnalysis.md
CQ3: Which compositions match with William's thematic focus for the exhibition?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/William:%20Curator%20Europeana/William%231EuropeanFolkMusic.md
CQ3: Which feature is selected to create the shuffle?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%232_ShuffleMode.md
CQ3: Which is the melodic pattern of the musical piece?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%231_ExplorationMode.md
CQ3: Who were the public figures who participated in event X (or Y)?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%231_DiscourseAnalysis.md
CQ4) What are the meanings of the word 'vocality' in Spanish (h)?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%232_Terminology.md
CQ40: What is the source for historic disposition X of organ Y?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ41: What is the current pitch of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ42: What are the sources for fact X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%232_ResourceReliability.md
CQ42: What is the current temperature of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ43: What is the current console location of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ44: What is the current wind system type of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ45: What is the current wind pressure of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ46: What are the characteristics of the case of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ47: What are decorative elements of the case of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ48: What are inscriptions on the case of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ49: What are the dispositions of all organs made by organ builder X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ4: Are there bells in a church?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ4: Are there formalized transmission methods that characterize the acquisition of skills related to the bell practice?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Patrizia:%20Ethnoanthropologist/Patrizia%231_IdentificationOfIntangibleElements.md
CQ4: Can I examine ,FACETS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Jorge:%20Librarian/Jorge%231_OrganizeMyLibrary.md
CQ4: Can I keep getting suggestions in real time?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Andrea:%20Theology%20Scholar/Andrea%231_Serendipity.md
CQ4: In which buildings was musical composition X performed for the first time? ,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Carolina:%20Music%20Historian/Carolina%231_SourcesCrossAnalysis.md
CQ4: In which other musical pieces does the melodic pattern appear?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%231_ExplorationMode.md
CQ4: Is a dataset attached to resource X?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Laurent:%20Music%20Journalist/Laurent%231_MusicArchives.md
CQ4: Is it a repertoire performed in the contemporary world?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ4: What are the part’s ranges?  Do they correspond to modal octaves?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ4: What are the types of features that are used to create shuffles?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%232_ShuffleMode.md
CQ4: What is the provenance of the event attendees? What and how they happened to be there?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%232_MusicalSocialNetwork.md
CQ4: What was source of money – e.g. for instruments?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/David:%20Music%20Historian/David%231_MusicHistorian.md
CQ4: Where to find audio/video resources featuring organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Frank:%20Organist/Frank%231_OrganKnowledge.md
CQ4: Which are all organs that have stop X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ4: Which composers and performers are related to these compositions?',INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/William:%20Curator%20Europeana/William%231EuropeanFolkMusic.md
CQ4: Which is the timbre of the instrument?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sophia:%20Musicologist/Sophia%233_Reorchestration.md
CQ4: Which tunes are similar to tune X given similarity measure Y?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ4: Who were the musicians who participated in event X (or Y)?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%231_DiscourseAnalysis.md
CQ5)How do the words x and y change over time?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%232_Terminology.md
CQ50: What are the sources for fact X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ52: What literature exists about organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ53: What literature exists about organ builder X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ54: What sources are available regarding the sound of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ55: Does organ X stil exist?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ56: When was organ X deconstructed?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ57: Why was organ X deconstructed?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ58: Which parts of deconstructed organ X are still in existence?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ59: Where are parts of deconstructed organ X currently located?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ5: Can I add resources as a user?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Laurent:%20Music%20Journalist/Laurent%231_MusicArchives.md
CQ5: How can I share what I find on the site?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Andrea:%20Theology%20Scholar/Andrea%231_Serendipity.md
CQ5: How can we characterize the relation among the participants?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%232_MusicalSocialNetwork.md
CQ5: In which historical documents is composer X mentioned?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/William:%20Curator%20Europeana/William%231EuropeanFolkMusic.md
CQ5: Is it a repertoire in that place currently performed by hand or by electric means?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ5: What are the metadata for collection X?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Brendan:%20Traditional%20Musician/Brendan%231_FindTraditionalMusic.md
CQ5: What is the final of the bassus?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ5: Where to find audio/video resources featuring organist X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Frank:%20Organist/Frank%231_OrganKnowledge.md
CQ5: Where were the musicians coming from?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/David:%20Music%20Historian/David%231_MusicHistorian.md
CQ5: Which age groups do the transmission practices involve?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Patrizia:%20Ethnoanthropologist/Patrizia%231_IdentificationOfIntangibleElements.md
CQ5: Which are all organs with playing aid X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ5: Which is the immediate previous/next musical piece?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%232_ShuffleMode.md
CQ5: Which is the mounting system of the bell?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ5: Which is the range of pitches available on the instrument?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sophia:%20Musicologist/Sophia%233_Reorchestration.md
CQ5: Who (which source) attributed composition X to composer Y?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ5: Who is/are the composer(s)/musician(s) of the musical piece?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%231_ExplorationMode.md
CQ5: Who talked about event X (or Y)?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%231_DiscourseAnalysis.md
CQ5: navigating through a Relevant Corpus is based on anotation and search patterns,FACETS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%232_CreateRelevantCorpus.md
CQ60: Which components of organ X have been reused from other (earlier) organs?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ61: What is the origin of component X of organ Y?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ62: Which are all organs that have components made by organ builder X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ6: Can we link repertoires by scribes?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ6: Do transmission practices involve both men and women?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Patrizia:%20Ethnoanthropologist/Patrizia%231_IdentificationOfIntangibleElements.md
CQ6: How I personalize my navigation experience without knowing the filtering criteria or the materials' characteristics?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Andrea:%20Theology%20Scholar/Andrea%231_Serendipity.md
CQ6: How can I share what I find on the site?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Laurent:%20Music%20Journalist/Laurent%231_MusicArchives.md
CQ6: How can one describe and classify a scenario?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ralph:%20Music%20Historian/Ralph%231_WordsAndMusic.md
CQ6: How many people are generally employed for the performance of these sound practices?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ6: In which works is event X recounted/traced?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%231_DiscourseAnalysis.md
CQ6: Is a musical piece connected to another musical piece by common people?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%232_ShuffleMode.md
CQ6: Under which titles is this song known? (multi-language),INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/William:%20Curator%20Europeana/William%231EuropeanFolkMusic.md
CQ6: What information is available for the composer(s)/musician(s)?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%231_ExplorationMode.md
CQ6: What is the address of the owner/maintainer of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Frank:%20Organist/Frank%231_OrganKnowledge.md
CQ6: What is the last chord?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ6: Which are all known concordances (same composition/tune in another source)?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ6: Which are all organs with more than X stops?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ6: Which is the dynamic range of the instrument?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sophia:%20Musicologist/Sophia%233_Reorchestration.md
CQ6: Which is the material of the bell?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ6: Who were teaching the musicians?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/David:%20Music%20Historian/David%231_MusicHistorian.md
CQ7) How do these contexts change over time?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%232_Terminology.md
CQ7: Are there any melodic patterns related to modality?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ7: By whom (by which foundry) were they cast?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ7: Do 'national' repertoires have specific characteristics in terms of frequent patterns?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ7: Do transmission practices include the organization of public events?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Patrizia:%20Ethnoanthropologist/Patrizia%231_IdentificationOfIntangibleElements.md
CQ7: In which scores is there evidence of musical composition X? ,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Carolina:%20Music%20Historian/Carolina%231_SourcesCrossAnalysis.md
CQ7: What were the critical reactions to event X (or Y)? Are them positives?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%231_DiscourseAnalysis.md
CQ7: When/Where was the musical piece recorded?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%231_ExplorationMode.md
CQ7: Where were the places (in which they played)?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/David:%20Music%20Historian/David%231_MusicHistorian.md
CQ7: Which are all organs with more than X keyboards?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ7: Which concordances of composition X have a composer name associated?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ7: Which is the notation convention of the instrument?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sophia:%20Musicologist/Sophia%233_Reorchestration.md
CQ8: Are there historical evidences of the presence of that sound in the surrounding area?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ8: How does translation (of lyrics) affect variation in the melody?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ8: How were instruments sold?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/David:%20Music%20Historian/David%231_MusicHistorian.md
CQ8: In which historical documents is there evidence of musical composition X? ,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Carolina:%20Music%20Historian/Carolina%231_SourcesCrossAnalysis.md
CQ8: In which year were they cast?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ8: To what diatonic environment does the work belong to?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ8: What is the geographic origin of source X?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ8: Which are all organs with manual range starting lower than X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ8: With which genre is the instrument related to? (To be considered),"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sophia:%20Musicologist/Sophia%233_Reorchestration.md
CQ9: How many search results are there per time period?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/William:%20Curator%20Europeana/William%231EuropeanFolkMusic.md
CQ9: In what genre of music the instrument was used?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sophia:%20Musicologist/Sophia%233_Reorchestration.md
CQ9: In which bibliographic references is there evidence of musical composition X? ,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Carolina:%20Music%20Historian/Carolina%231_SourcesCrossAnalysis.md
CQ9: What are the part’s clefs and keys?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ9: What was the sales pitch?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/David:%20Music%20Historian/David%231_MusicHistorian.md
CQ9: Which are all organs with manual range ending higher than X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ9: Which aspects of melody vary and which remain stable in the process of transmission and adaptation?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ9: Which is the nominal/fundamental note of the bell?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ9: Who were the owners of (manuscript) source X?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
Relevant CQs are all in Paul#1_OrganComparison.,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Amy:%20Organologist/Amy%232_OrganBuilders.md
See story Paul#1_OrganComparison for retrieval CQs. In addition:,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Frank:%20Organist/Frank%231_OrganKnowledge.md
See the set of CQs for Paul#1_OrganComparison. In addition:,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Amy:%20Organologist/Amy%231_OrganTrends.md
